,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
2343,146,C321.∆A,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2413,263,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2482,263,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2560,263,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2639,263,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2716,263,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2796,263,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2872,263,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
2948,263,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3024,263,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3097,263,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3175,263,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3252,263,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3331,263,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3413,263,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
3499,263,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
5915,85,"TOL_2,3-butanediol",3,50,3,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,5
256,194,C321,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
331,194,C321,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
410,194,C321,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
491,194,C321,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
562,194,C321,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
643,194,C321,6,1,2,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
715,194,C321,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
793,194,C321,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
873,194,C321,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
950,194,C321,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1042,194,C321,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1126,194,C321,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1206,194,C321,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1293,194,C321,14,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1368,146,C321.∆A,0,0,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1434,146,C321.∆A,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1507,146,C321.∆A,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1589,146,C321.∆A,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1665,146,C321.∆A,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1741,146,C321.∆A,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1814,146,C321.∆A,6,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1889,146,C321.∆A,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
1967,146,C321.∆A,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2038,146,C321.∆A,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2121,146,C321.∆A,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2199,146,C321.∆A,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2270,146,C321.∆A,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2343,146,C321.∆A,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2413,263,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2482,263,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2560,263,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2639,263,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2716,263,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2796,263,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2872,263,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
2948,263,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3024,263,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3097,263,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3175,263,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3252,263,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3331,263,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3413,263,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
3499,263,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
5915,85,"TOL_2,3-butanediol",3,50,3,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,5
6453,4,tpiKO,7,28,1,1,1.0,NC_000913,1420279,SNP,intergenic (‑38/‑86),C→A,racR/ydaS,False,Escherichia coli,1420270,1420281,,,9
3781,73,EEP_ndh_nuoB,6,34,0,1,0.22,NC_000913,887393,SNP,intergenic (‑54/‑30),T→A,ybjJ/rcdA,False,Escherichia coli,887393,887403,,,0
5973,54,TOL_adipic_acid,5,50,2,1,1.0,NC_000913,1842229,SNP,intergenic (‑94/‑142),T→G,ynjH/gdhA,False,Escherichia coli,1842219,1842238,ArgP,47.0,10
6124,957,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,2089725,SNP,intergenic (‑12/‑271),C→A,yefM/hisL,False,Escherichia coli,2089725,2089739,YefM,2.0,0
6124,957,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,2089725,SNP,intergenic (‑12/‑271),C→A,yefM/hisL,False,Escherichia coli,2089725,2089739,YefM,2.0,0
3609,1125,CCK_pgi,15,3,0,1,0.3,NC_000913,1726004,SNP,intergenic (‑84/‑19),G→A,ydhL/nemR,False,Escherichia coli,1725993,1726009,NemR,2.0,11
3619,51,CCK_tpi,15,88,0,1,1.0,NC_000913,1726004,SNP,intergenic (‑84/‑19),G→A,ydhL/nemR,False,Escherichia coli,1725993,1726009,NemR,2.0,11
3609,1125,CCK_pgi,15,3,0,1,0.3,NC_000913,1726004,SNP,intergenic (‑84/‑19),G→A,ydhL/nemR,False,Escherichia coli,1725993,1726009,RutR,2.0,11
3619,51,CCK_tpi,15,88,0,1,1.0,NC_000913,1726004,SNP,intergenic (‑84/‑19),G→A,ydhL/nemR,False,Escherichia coli,1725993,1726009,RutR,2.0,11
3703,306,EEP_ndh_nuoB,5,62,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,8
3704,212,EEP_ndh_nuoB,5,62,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,9
3829,306,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,8
3830,212,EEP_ndh_nuoB,7,34,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,9
3703,306,EEP_ndh_nuoB,5,62,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,8
3704,212,EEP_ndh_nuoB,5,62,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,9
3829,306,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,8
3830,212,EEP_ndh_nuoB,7,34,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595511,595529,HprR,8.0,9
6374,104,emrE_MTPP,31,28,0,1,0.42,NC_000913,485731,SNP,intergenic (‑112/‑30),T→C,acrA/acrR,False,Escherichia coli,485709,485732,AcrR,2.0,22
6374,104,emrE_MTPP,31,28,0,1,0.42,NC_000913,485731,SNP,intergenic (‑112/‑30),T→C,acrA/acrR,False,Escherichia coli,485709,485732,AcrR,2.0,22
6374,104,emrE_MTPP,31,28,0,1,0.42,NC_000913,485731,SNP,intergenic (‑112/‑30),T→C,acrA/acrR,False,Escherichia coli,485709,485732,EnvR,1.0,22
3780,72,EEP_ndh_nuoB,6,34,0,1,0.21,NC_000913,887392,SNP,intergenic (‑53/‑31),T→A,ybjJ/rcdA,False,Escherichia coli,887383,887393,,,9
3781,73,EEP_ndh_nuoB,6,34,0,1,0.22,NC_000913,887393,SNP,intergenic (‑54/‑30),T→A,ybjJ/rcdA,False,Escherichia coli,887383,887393,,,10
2283,1189,C321.∆A,12,1,1,1,1.0,NC_000913,1673789,SNP,intergenic (‑288/‑124),T→C,mdtJ/tqsA,False,Escherichia coli,1673785,1673795,H-NS,6.0,4
3516,863,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,1673789,SNP,intergenic (‑288/‑124),T→C,mdtJ/tqsA,False,Escherichia coli,1673785,1673795,H-NS,6.0,4
5667,27,SER,3,50,2,1,1.0,NC_000913,926224,SNP,intergenic (‑253/+1),A→C,serW/infA,False,Escherichia coli,926215,926230,,,9
5677,10,SSW_AC,2,57,1,1,1.0,NC_000913,1907447,SNP,intergenic (‑12/+1),C→A,cspC/yobF,False,Escherichia coli,1907438,1907453,,,9
6153,1817,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,3378863,SNP,intergenic (‑212/+7),A→G,rplM/zapE,False,Escherichia coli,3378859,3378874,,,4
5956,242,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,577020,SNP,intergenic (‑195/‑378),A→C,nmpC/essD,False,Escherichia coli,577008,577023,,,12
3615,14,CCK_sdh,20,176,0,1,0.5,NC_000913,758697,SNP,intergenic (+292/‑9),G→T,sdhB/sucA,False,Escherichia coli,758691,758706,,,6
3275,1387,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,2023694,SNP,intergenic (+16/‑274),C→T,fliR/rcsA,False,Escherichia coli,2023680,2023695,,,14
2154,905,C321.∆A,10,1,1,1,1.0,NC_000913,2934204,SNP,intergenic (‑516/‑31),G→A,fucA/fucP,False,Escherichia coli,2934198,2934213,,,6
5543,30,HOT_mutL,16,258,1,1,1.0,NC_000913,3671943,SNP,intergenic (‑49/‑471),G→C,yhjB/yhjC,False,Escherichia coli,3671935,3671950,,,8
2154,905,C321.∆A,10,1,1,1,1.0,NC_000913,2934204,SNP,intergenic (‑516/‑31),G→A,fucA/fucP,False,Escherichia coli,2934190,2934205,,,14
5630,32,MUSE-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,35,6,0,1,1.0,NC_000913,568304,SNP,intergenic (+57/‑11),A→G,renD/emrE,False,Escherichia coli,568303,568320,,,1
6077,25,TOL_putrescine,5,50,2,1,1.0,NC_000913,576891,SNP,intergenic (‑66/‑507),C→T,nmpC/essD,False,Escherichia coli,576874,576891,,,17
8,55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli,1103499,1103516,,,11
101,195,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343513,1343530,,,3
4651,14,GLV,1,55,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343513,1343530,,,3
4689,14,GLV,2,57,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343513,1343530,,,3
287,560,C321,1,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
365,560,C321,2,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
446,560,C321,3,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
523,560,C321,4,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
594,560,C321,5,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
670,560,C321,6,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
746,560,C321,7,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
826,560,C321,8,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
906,560,C321,9,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
985,560,C321,10,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1073,560,C321,11,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1159,560,C321,12,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1241,560,C321,13,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1326,560,C321,14,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1392,440,C321.∆A,0,0,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1461,440,C321.∆A,1,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1540,440,C321.∆A,2,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1619,440,C321.∆A,3,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1696,440,C321.∆A,4,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1769,440,C321.∆A,5,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1844,440,C321.∆A,6,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1920,440,C321.∆A,7,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
1994,440,C321.∆A,8,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2071,440,C321.∆A,9,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2153,440,C321.∆A,10,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2228,440,C321.∆A,11,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2298,440,C321.∆A,12,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2372,440,C321.∆A,13,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2439,548,C321.∆A.earlyfix,0,0,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2511,548,C321.∆A.earlyfix,1,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2590,548,C321.∆A.earlyfix,2,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2671,548,C321.∆A.earlyfix,3,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2748,548,C321.∆A.earlyfix,4,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2827,548,C321.∆A.earlyfix,5,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2903,548,C321.∆A.earlyfix,6,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
2978,548,C321.∆A.earlyfix,7,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3051,548,C321.∆A.earlyfix,8,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3130,548,C321.∆A.earlyfix,9,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3208,548,C321.∆A.earlyfix,10,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3285,548,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3362,548,C321.∆A.earlyfix,12,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3447,548,C321.∆A.earlyfix,13,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
3530,548,C321.∆A.earlyfix,14,1,1,1,1.0,NC_000913,2905532,SNP,intergenic (‑114/‑25),T→C,queE/yqcG,False,Escherichia coli,2905515,2905533,,,17
4188,218,EEPcydBappCcyoB,4,23,0,1,0.2,NC_000913,3448273,SNP,intergenic (‑126/+39),T→G,rplN/rpsQ,False,Escherichia coli,3448266,3448281,,,7
4189,60,EEPcydBappCcyoB,4,23,0,1,0.2,NC_000913,3448274,SNP,intergenic (‑127/+38),T→A,rplN/rpsQ,False,Escherichia coli,3448266,3448281,,,8
4190,258,EEPcydBappCcyoB,4,23,0,1,0.2,NC_000913,3448275,SNP,intergenic (‑128/+37),T→A,rplN/rpsQ,False,Escherichia coli,3448266,3448281,,,9
6171,2179,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,4012910,SNP,intergenic (‑94/‑143),C→A,metR/metE,False,Escherichia coli,4012901,4012916,,,9
1562,748,C321.∆A,3,1,1,1,1.0,NC_000913,84,SNP,intergenic (–/‑106),A→G,–/thrL,False,Escherichia coli,72,87,,,12
1716,748,C321.∆A,5,1,1,1,1.0,NC_000913,84,SNP,intergenic (–/‑106),A→G,–/thrL,False,Escherichia coli,72,87,,,12
273,374,C321,1,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
350,374,C321,2,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
428,374,C321,3,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
506,374,C321,4,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
579,374,C321,5,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
656,374,C321,6,1,1,1,1.0,NC_000913,1862634,SNP,intergenic (‑205/‑137),A→G,msrB/gapA,False,Escherichia coli,1862630,1862645,,,4
