",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
249,BSU_01770,Carbohydrate transport and metabolism,essential,well-annotated,6548.051188,10357.58472,6919.490034,SigA
250,new_200188_200276,No COG category,essential,well-annotated,23306.50857,28041.96836,23787.2356,SigA
251,BSU_01780,Cell wall/membrane/envelope biogenesis,essential,well-annotated,18778.23589,22582.22469,19087.62521,SigA
252,new_201802_202546_c,No COG category,essential,well-annotated,684.358012,559.463422,559.9095589,"AdaA,SigA"
253,BSU_01800,"Replication, recombination and repair",essential,well-annotated,1056.451223,1115.674141,948.5631414,"AdaA,SigA"
254,BSU_01810,Transcription,essential,well-annotated,325.6051367,263.3978939,291.297599,"AdaA,SigA"
255,BSU_01820,"Replication, recombination and repair",essential,well-annotated,330.2060538,265.7268131,302.1665182,"AdaA,SigA"
256,new_204891_204975,No COG category,essential,well-annotated,426.0887048,335.3909615,376.8900767,unknown
257,new_204977_205210,No COG category,essential,well-annotated,14372.04527,28368.45578,16503.67848,unknown
258,new_205212_205408,No COG category,essential,well-annotated,374.4095195,161.960703,272.7244056,unknown
259,BSU_01830,Energy production and conversion,essential,well-annotated,249.9059163,167.011079,192.2913425,unknown
260,BSU_01845,Function unknown,essential,well-annotated,307.9696341,222.9536487,239.0469188,unknown
261,new_209557_209632,No COG category,essential,well-annotated,422.5758931,294.5359654,318.8866741,unknown
262,BSU_01860,Inorganic ion transport and metabolism,essential,well-annotated,529.1877302,377.0991269,400.7475805,unknown
263,BSU_01870,Function unknown,essential,well-annotated,565.5114742,413.1437406,435.3252825,unknown
264,BSU_01880,Function unknown,essential,well-annotated,544.6996985,419.056221,439.03739,unknown
265,new_210947_211412,No COG category,essential,well-annotated,335.4831656,236.861515,269.4642365,unknown
266,BSU_01889,Transcription,essential,well-annotated,3371.035484,7471.592203,3622.324304,unknown
267,new_211769_211858,No COG category,essential,well-annotated,205.0565964,158.7816078,176.870545,unknown
268,BSU_01890,Amino acid transport and metabolism,essential,well-annotated,372.6341089,302.7745221,338.3212534,unknown
269,BSU_01900,No COG category,essential,well-annotated,152.122491,124.5343567,143.4098194,unknown
270,new_213878_213940,No COG category,essential,well-annotated,7829.257702,9775.806407,7580.619305,"Spo0A,SigA,PhoP,AbrB"
271,BSU_01910,No COG category,essential,well-annotated,7605.510139,8661.492931,7757.431818,"Spo0A,SigA,PhoP,AbrB"
272,BSU_01920,No COG category,essential,well-annotated,1683.173012,1200.234009,993.6541594,"Spo0A,SigA,PhoP,AbrB"
273,BSU_01935,No COG category,essential,well-annotated,1792.561561,1329.068733,1005.989826,"Spo0A,SigA,PhoP,AbrB"
274,BSU_01950,Defense mechanisms,essential,well-annotated,2084.620969,1967.434649,1520.889898,"Spo0A,SigA,PhoP,AbrB"
275,BSU_01960,Function unknown,essential,well-annotated,1565.947293,1298.38273,1164.26197,"Spo0A,SigA,PhoP,AbrB"
276,BSU_01970,Energy production and conversion,essential,well-annotated,1720.857091,1608.388265,1275.36988,"Spo0A,SigA,PhoP,AbrB"
277,BSU_01980,Energy production and conversion,essential,well-annotated,1602.410321,1404.168156,1163.939213,"Spo0A,SigA,PhoP,AbrB"
278,new_220033_220103,No COG category,essential,well-annotated,1603.949353,1265.068684,1227.749058,"Spo0A,SigA,PhoP,AbrB"
279,new_220105_220278,No COG category,essential,well-annotated,777.3194799,779.2270772,713.564484,unknown
280,BSU_01990,Function unknown,essential,well-annotated,625.0074042,661.4095196,551.7993703,unknown
281,BSU_02000,Signal transduction,essential,well-annotated,759.3346037,877.1015038,701.3058732,unknown
282,BSU_02010,Signal transduction,essential,well-annotated,1304.004924,1250.942707,1115.596811,ComK
283,BSU_02019,No COG category,essential,well-annotated,2498.666865,4076.174221,2758.656285,unknown
284,BSU_02030,Transcription,essential,well-annotated,512.3372738,674.2781324,526.5584958,unknown
285,BSU_02040,Function unknown,essential,well-annotated,1331.221525,2337.255925,1337.803028,AbrB
286,BSU_02050,Function unknown,essential,well-annotated,3106.814196,7849.581372,3532.319191,"SigD,AbrB"
287,new_226436_226565,No COG category,essential,well-annotated,2895.786322,4280.311271,3336.338605,unknown
288,BSU_02060,Amino acid transport and metabolism,essential,well-annotated,1422.814472,1622.834317,1588.280491,unknown
289,BSU_02070,Function unknown,essential,well-annotated,335.6716247,185.0023774,213.5159448,"SpoVT,SigG"
290,BSU_02080,Function unknown,essential,well-annotated,243.3333398,133.3524019,167.9397576,"SpoVT,SigG"
291,BSU_02090,Defense mechanisms,essential,well-annotated,351.2386209,443.3493039,357.1533888,unknown
292,BSU_02100,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,468.0966853,984.1947429,349.6820668,SigB
293,BSU_02110,Function unknown,essential,well-annotated,2862.727197,15435.87879,2504.661632,SigB
294,BSU_02120,Amino acid transport and metabolism,essential,well-annotated,3732.810462,7843.598646,4549.682012,unknown
295,BSU_02130,Energy production and conversion,essential,well-annotated,708.1646937,273.2921101,499.4685401,"SigA,GlpP,PhoP,CcpA"
296,BSU_02140,Carbohydrate transport and metabolism,essential,well-annotated,531.4115941,190.1375941,415.7579384,"SigA,GlpP,PhoP,CcpA"
297,new_234998_235624,No COG category,essential,well-annotated,246.5627786,287.7156726,172.6851244,unknown
298,new_235329_235401_c,No COG category,essential,well-annotated,546.6172056,219.88418,407.5971066,"SigA,GlpP,PhoP,CcpA"
299,new_235403_235489_c,No COG category,essential,well-annotated,534.9158935,200.9510074,404.8658084,"SigA,GlpP,PhoP,CcpA"
300,BSU_02150,Function unknown,essential,well-annotated,311.9313498,256.1952647,251.9161842,unknown
301,BSU_02160,Transcription,essential,well-annotated,839.3239689,910.9322827,729.0126305,unknown
302,BSU_02170,Carbohydrate transport and metabolism,essential,well-annotated,462.9506576,444.8885011,430.8972258,unknown
303,BSU_02180,No COG category,essential,well-annotated,1583.433559,2604.877838,1722.096174,unknown
304,new_238449_238569_c,No COG category,essential,well-annotated,2286.593288,4506.213646,2687.781229,unknown
305,new_238571_238643_c,No COG category,essential,well-annotated,2379.715301,5125.22633,2957.371975,unknown
306,BSU_02190,No COG category,essential,well-annotated,2239.833629,4409.196322,2584.733817,unknown
307,new_239556_239643_c,No COG category,essential,well-annotated,1831.367106,3680.535573,1900.087314,unknown
308,BSU_02200,Cell wall/membrane/envelope biogenesis,essential,well-annotated,785.4060579,748.3140228,667.7665421,unknown
309,BSU_02210,Amino acid transport and metabolism,essential,well-annotated,467.3068293,494.7651247,464.3278484,unknown
310,BSU_02220,Transcription,essential,well-annotated,620.8801919,761.3943215,599.618049,unknown
311,BSU_02230,Nucleotide transport and metabolism,essential,well-annotated,2142.560238,6524.266507,2637.855826,SigA
312,BSU_02240,No COG category,essential,well-annotated,3798.634559,5057.118958,3685.896895,CodY
313,BSU_02250,No COG category,essential,well-annotated,3312.170843,4666.095113,3284.367843,CodY
314,new_246583_246657,No COG category,essential,well-annotated,3794.948043,6013.545005,4188.302705,"SigA,SigX"
315,BSU_02260,Function unknown,essential,well-annotated,2246.672505,3255.356886,2604.697288,"SigA,SigX"
316,new_247549_247743,No COG category,essential,well-annotated,1975.258566,2275.077538,2226.867494,"SigA,SigX"
317,BSU_02270,Lipid transport and metabolism,essential,well-annotated,2560.988657,2367.420066,2576.416284,"SigA,SigX"
318,BSU_02280,Function unknown,essential,well-annotated,2808.685711,3027.476403,2742.926027,"SigA,SigX"
319,BSU_02290,Lipid transport and metabolism,essential,well-annotated,2374.183504,2869.930331,2318.377848,"SigA,SigX"
320,BSU_02300,No COG category,essential,well-annotated,310.8249775,291.9747905,287.915171,unknown
321,BSU_02310,Function unknown,essential,well-annotated,1376.710318,2358.902379,1082.011412,"SigW,AbrB"
322,BSU_02320,Transcription,essential,well-annotated,941.2901265,1717.982946,826.9750538,"SigW,AbrB"
323,new_252315_252458,No COG category,essential,well-annotated,985.6944624,1476.73987,880.1465796,"SigW,AbrB"
324,BSU_02330,Function unknown,essential,well-annotated,5792.031583,7440.067526,5780.986548,"SigW,AbrB"
325,BSU_02340,Energy production and conversion,essential,well-annotated,505.0357203,424.1703594,414.8942923,unknown
326,BSU_02350,Carbohydrate transport and metabolism,essential,well-annotated,1229.304537,2261.712757,1425.448301,"SigA,GamR"
327,BSU_02360,Carbohydrate transport and metabolism,essential,well-annotated,1332.967398,2327.878426,1522.049961,"SigA,GamR"
328,new_257545_257726,No COG category,essential,well-annotated,542.5595239,639.9431778,549.2807797,"SigA,GamR"
329,new_257573_257643_c,No COG category,essential,well-annotated,1718.091665,3715.652842,2038.157746,"SigA,GamR"
330,BSU_02370,Transcription,essential,well-annotated,1256.669703,2335.636424,1374.84189,"SigA,GamR"
331,BSU_02380,No COG category,essential,well-annotated,660.75677,624.1720735,645.1093872,"SigA,SigY,GamR"
332,new_258887_259015,No COG category,essential,well-annotated,2427.376929,5280.284689,3382.443218,CodY
333,BSU_02390,Amino acid transport and metabolism,essential,well-annotated,2244.302414,4190.771076,2801.919904,CodY
334,BSU_02400,Amino acid transport and metabolism,essential,well-annotated,1005.9742,4560.891074,1062.870416,unknown
335,new_261536_261647_c,No COG category,essential,well-annotated,1738.3216,11968.87555,1974.744105,unknown
336,BSU_02410,Coenzyme transport and metabolism,essential,well-annotated,885.0398995,2586.884632,892.6804373,unknown
337,BSU_02420,Amino acid transport and metabolism,essential,well-annotated,163.9825865,151.4607324,156.9433402,"SigA,GlnL"
338,BSU_02430,Amino acid transport and metabolism,essential,well-annotated,158.3194148,145.8660168,148.3282928,"SigA,GlnL"
339,BSU_02440,Signal transduction,essential,well-annotated,577.2770211,933.6253994,606.4311286,unknown
340,BSU_02450,Signal transduction,essential,well-annotated,618.3492285,960.8051008,650.0243714,unknown
341,new_267772_267889,No COG category,essential,well-annotated,411.4784701,364.2032535,371.0320492,"YcbG,AbrB"
342,BSU_02460,Amino acid transport and metabolism,essential,well-annotated,248.060765,221.4289431,232.2122064,"YcbG,AbrB"
343,BSU_02470,Energy production and conversion,essential,well-annotated,226.416071,191.6725594,214.837198,"YcbG,AbrB"
344,BSU_02480,Carbohydrate transport and metabolism,essential,well-annotated,191.2919463,172.0161249,179.2649961,"YcbG,AbrB"
345,BSU_02490,Cell wall/membrane/envelope biogenesis,essential,well-annotated,206.1575507,151.7129051,189.2763044,"YcbG,AbrB"
346,BSU_02500,Transcription,essential,well-annotated,1141.708347,1635.255102,1210.594511,"YcbG,AbrB"
347,BSU_02510,Carbohydrate transport and metabolism,essential,well-annotated,336.5569402,224.7223802,306.1404778,"YcbG,AbrB"
348,new_275603_275837,No COG category,essential,well-annotated,2961.137753,3503.545701,2856.435029,"YcbG,AbrB"
349,BSU_02520,Function unknown,essential,well-annotated,2688.280573,2725.490167,2528.910036,"YcbG,AbrB"
350,BSU__misc_RNA_6,No COG category,essential,well-annotated,5825.600689,7229.098336,5832.909601,unknown
351,BSU_02530,No COG category,essential,well-annotated,606.49555,800.3570839,593.0048114,"SigA,T-box"
352,BSU_02540,No COG category,essential,well-annotated,419.0215974,492.3361965,400.3727569,"SigA,T-box"
353,new_278308_278376,No COG category,essential,well-annotated,1048.50995,1823.127823,1088.36745,unknown
354,BSU_02550,Signal transduction,essential,well-annotated,693.8990526,1249.382923,755.6634323,unknown
355,BSU_02560,Signal transduction,essential,well-annotated,733.2684868,1349.3978,820.6083363,unknown
356,BSU_02570,Defense mechanisms,essential,well-annotated,793.2299503,1479.71129,881.4286619,unknown
357,new_280556_281740_c,No COG category,essential,well-annotated,252.2524836,181.2955873,210.4304978,SigB
358,BSU_02580,Function unknown,essential,well-annotated,675.7475778,1055.34574,732.7107641,unknown
359,BSU_02590,Function unknown,essential,well-annotated,1581.819177,4654.466182,1694.448413,SigB
360,new_282233_283231_c,No COG category,essential,well-annotated,657.4948668,497.9993331,484.3815151,SigB
361,BSU_02600,Cell wall/membrane/envelope biogenesis,essential,well-annotated,577.1433768,784.2664094,285.7282752,"SigK,SigE,SpoIIID"
362,BSU_02610,Signal transduction,essential,well-annotated,677.3030315,773.1475721,663.8898109,unknown
363,BSU_02619,No COG category,essential,well-annotated,166.9728077,155.6433362,159.8527773,unknown
364,BSU_02620,Inorganic ion transport and metabolism,essential,well-annotated,185.2846152,170.3903711,170.5498883,"SigA,PhoP"
365,BSU_02630,Intracellular trafficking and secretion,essential,well-annotated,183.7590049,156.32449,167.0863421,"SigA,PhoP"
366,new_285988_286047,No COG category,essential,well-annotated,164.9813473,133.6670442,149.4532024,"SigA,PhoP"
367,BSU_02640,Intracellular trafficking and secretion,essential,well-annotated,157.2307009,127.4422648,145.820526,"SigA,PhoP"
368,BSU_02650,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,931.7490838,1372.318844,917.7771004,unknown
369,BSU_02660,Amino acid transport and metabolism,essential,well-annotated,741.7034673,1040.527948,758.3131863,unknown
370,BSU_02670,Amino acid transport and metabolism,essential,well-annotated,1263.562515,2452.77639,1410.411082,"SigA,LmrA"
371,BSU_02680,Transcription,essential,well-annotated,1627.58097,3943.880163,1955.470423,"SigA,LmrA"
372,BSU_02690,Amino acid transport and metabolism,essential,well-annotated,354.8959023,357.8472295,303.0054641,"SigA,TnrA,CodY"
373,BSU_02700,Function unknown,essential,well-annotated,2553.807671,15575.59871,2745.969717,AbrB
374,new_292874_293464,No COG category,essential,well-annotated,844.6737567,3106.985945,766.6370967,unknown
375,BSU_02710,No COG category,essential,well-annotated,571.9873608,847.1654836,565.1147363,unknown
376,BSU_02720,Transcription,essential,well-annotated,3638.593331,7873.557943,4252.660587,unknown
377,BSU_02730,Signal transduction,essential,well-annotated,742.7943514,898.4534826,740.8820138,unknown
378,BSU_02740,Signal transduction,essential,well-annotated,955.296932,1367.665777,974.7578109,unknown
379,BSU_02750,Energy production and conversion,essential,well-annotated,455.032628,582.7365536,412.3998506,NatR
380,BSU_02760,Energy production and conversion,essential,well-annotated,435.7649398,491.1772737,402.1249385,NatR
