TU,Strand,Start,End,Len ,MU Assembly,TSS ,Current Annotation Assembly,Promoter,Start,5'UTR Len
TU-0309,FWD,453587,454037,450,MU-178,453658,bolA,bolA,453696,38
TU-0310,FWD,454112,455762,1650,MU-179,454217,tig,tig,454357,140
TU-0311,FWD,454112,455762,1650,MU-179,454228,tig,tig,454357,129
TU-0312,FWD,454112,455762,1650,MU-179,454331,tig,tig,454357,26
TU-0313,FWD,455787,457912,2125,MU-180,455778,clpP;clpX,clpP,455901,123
TU-0314,FWD,455787,457912,2125,MU-180,455801,clpP;clpX,clpP,455901,100
TU-0315,FWD,455787,457912,2125,MU-180,455829,clpP;clpX,clpP,455901,72
TU-0316,FWD,455787,457912,2125,MU-180,455867,clpP;clpX,clpP,455901,34
TU-0317,FWD,455787,457912,2125,MU-180,455873,clpP;clpX,clpP,455901,28
TU-0318,FWD,455787,457912,2125,MU-180,455882,clpP;clpX,clpP,455901,19
TU-0319,FWD,457980,459055,1075,MU-181,457992,lon,lon,458112,120
TU-0320,FWD,457980,459055,1075,MU-181,458039,lon,lon,458112,73
TU-0321,FWD,457980,459055,1075,MU-181,458090,lon,lon,458112,22
TU-0322,FWD,459080,460555,1475,MU-182,459037,NT,,,
TU-0323,FWD,459080,460555,1475,MU-182,459330,NT,,,
TU-0324,FWD,459080,460555,1475,MU-182,459337,NT,,,
TU-0325,FWD,459080,460555,1475,MU-182,459339,NT,,,
TU-0326,FWD,460580,461005,425,MU-183,460556,hupB,hupB,460675,119
TU-0327,FWD,460580,461005,425,MU-183,460615,hupB,hupB,460675,60
TU-0328,FWD,460580,461005,425,MU-183,460619,hupB,hupB,460675,56
TU-0329,FWD,460580,461005,425,MU-183,460637,hupB,hupB,460675,38
TU-0330,FWD,460580,461005,425,MU-183,460655,hupB,hupB,460675,20
TU-0331,FWD,461030,464005,2975,MU-184,461076,ppiD;ybaV;ybaW,ppiD,461139,63
TU-0332,FWD,466630,467480,850,MU-185,466606,cof,cof,466636,30
TU-0333,FWD,467605,471605,4000,MU-186;MU-187,467581,ybaO;mdlA;mdlB,ybaO,467607,26
TU-0334,FWD,470330,471605,1275,MU-187,,mdlB,mdlB,469860,
TU-0335,FWD,471805,473480,1675,MU-188;MU-189,471781,glnK;amtB,glnK,471822,41
TU-0336,FWD,472155,473480,1325,MU-189,472073,amtB,amtB,472190,117
TU-0337,FWD,474555,475155,600,MU-190,474530,ybaY,ybaY,474603,73
TU-0338,FWD,474555,475155,600,MU-190,474538,ybaY,ybaY,474603,65
TU-0339,FWD,475680,475780,100,MU-191,475672,ffs,ffs,475672,0
TU-0340,FWD,475880,476255,375,MU-192,475842,ybaA,ybaA,475896,54
TU-0341,FWD,477905,478980,1075,MU-193,478077,NT,,,
TU-0342,FWD,484983,485533,550,MU-194,484940,acrR,acrR,484985,45
TU-0343,FWD,485733,489283,3550,MU-195,485713,kefA,kefA,485760,47
TU-0344,FWD,490108,490508,400,MU-196,490082,ybaN,ybaN,490106,24
TU-0345,FWD,490533,491208,675,MU-197,490534,apt,apt,490636,102
TU-0346,FWD,491283,493058,1775,MU-198,491278,dnaX,dnaX,491316,38
TU-0347,FWD,493083,494233,1150,MU-199,493133,ybaB;recR,ybaB,493300,167
TU-0348,FWD,493083,494233,1150,MU-199,493139,ybaB;recR,ybaB,493300,161
TU-0349,FWD,493083,494233,1150,MU-199,493170,ybaB;recR,ybaB,493300,130
TU-0350,FWD,493083,494233,1150,MU-199,493242,ybaB;recR,ybaB,493300,58
TU-0351,FWD,493083,494233,1150,MU-199,493275,ybaB;recR,ybaB,493300,25
TU-0352,FWD,494308,496183,1875,MU-200,494300,htpG,htpG,494344,44
TU-0353,FWD,494308,496183,1875,MU-200,494306,htpG,htpG,494344,38
TU-0354,FWD,494308,496183,1875,MU-200,494314,htpG,htpG,494344,30
TU-0355,FWD,494308,496183,1875,MU-200,494328,htpG,htpG,494344,16
TU-0356,FWD,496383,497183,800,MU-201,496357,adk,adk,496399,42
TU-0357,FWD,497283,498108,825,MU-202,497255,hemH,hemH,497279,24
TU-0358,FWD,499362,500787,1425,MU-203,499323,gsk,gsk,499349,26
TU-0359,FWD,504137,505864,1727,MU-204,504107,ushA,ushA,504138,31
TU-0360,FWD,504137,505864,1727,MU-204,504112,ushA,ushA,504138,26
TU-0361,FWD,506264,506489,225,MU-205,506428,sroB,sroB,506428,0
TU-0362,FWD,507414,508039,625,MU-206,507400,ybaQ,ybaQ,507442,42
TU-0363,FWD,507414,508039,625,MU-206,507406,ybaQ,ybaQ,507442,36
TU-0364,FWD,510814,513114,2300,MU-207,510797,ybaS;ybaT,ybaS,510865,68
TU-0365,FWD,510814,513114,2300,MU-207,510827,ybaS;ybaT,ybaS,510865,38
TU-0366,FWD,513139,513889,750,MU-208,513098,cueR,cueR,513217,119
TU-0367,FWD,515139,516639,1500,MU-209,515116,ybbL;ybbM,ybbL,515143,27
TU-0368,FWD,518414,522014,3600,MU-210,518602,ybbA;ybbP,ybbA,518957,355
TU-0369,FWD,518414,522014,3600,MU-210,518895,ybbA;ybbP,ybbA,518957,62
TU-0370,FWD,522439,526339,3900,MU-211,522451,rhsD,rhsD,522485,34
TU-0371,FWD,526514,527864,1350,MU-212,526780,ybbC;ylbH,ybbC,526805,25
TU-0372,FWD,527864,528354,490,MU-213,,ybbD,ybbD,527864,
TU-0373,FWD,528724,528816,92,MU-214,,ylbI,ylbI,528724,
TU-0374,FWD,531639,532114,475,MU-215,531614,allA,allA,531675,61
TU-0375,FWD,532214,532864,650,MU-216,532189,allR,allR,532235,46
TU-0376,FWD,532889,533039,150,MU-217,532861,NT,,,
TU-0377,FWD,532889,533039,150,MU-217,532866,NT,,,
TU-0378,FWD,534064,534514,450,MU-218,534032,NT,,,
TU-0379,FWD,533140,542257,9117,MU-219,533001,gcl;hyi;glxR;ybbV;ybbW;allB;ybbY;glxK,gcl,533140,139
TU-0380,FWD,535810,542257,6447,MU-220,535605,glxR;ybbV;ybbW;allB;ybbY;glxK,glxR,535810,205
TU-0381,FWD,536857,542257,5400,MU-221,536895,ybbW;allB;ybbY;glxK,ybbW,536857,-38
TU-0382,FWD,541214,542039,825,MU-222,540988,glxK,glxK,541112,124
TU-0383,FWD,545904,550555,4651,MU-223,,fdrA;ylbE;ylbF;ybcF,fdrA,545904,
TU-0384,FWD,553814,555314,1500,MU-224,553800,cysS,cysS,553834,34
TU-0385,FWD,557435,557977,542,MU-225,557392,sfmA,sfmA,557435,43
TU-0386,FWD,558197,561523,3326,MU-226,,sfmC;sfmD,sfmC,558197,
TU-0387,FWD,561559,563068,1509,MU-227,,sfmH;sfmF,sfmH,561559,
TU-0388,FWD,563939,564139,200,MU-228,563958,argU,argU,563946,-12
TU-0389,FWD,563939,564139,200,MU-228,563959,argU,argU,563946,-13
TU-0390,FWD,565599,565999,400,MU-229,565404,peaD;renD,peaD,565599,195
TU-0391,FWD,566014,567439,1425,MU-230,,insE;insF;renD,insE,566056,
TU-0392,FWD,567539,567839,300,MU-231,567514,emrE,emrE,567538,24
TU-0393,FWD,568125,569651,1526,MU-232,,ybcK,ybcK,568125,
TU-0394,FWD,570141,571516,1375,MU-233,570094,ybcL;ybcM,ybcL,570116,22
TU-0395,FWD,571591,573093,1502,MU-234,571542,ylcH;ybcN;ninE;ybcO;rusA;ylcG,ylcH,571591,49
TU-0396,FWD,573179,573562,383,MU-235,573132,quuD,quuD,573179,47
TU-0397,FWD,576091,576449,358,MU-236,576081,NT,,,
TU-0398,FWD,576699,577274,575,MU-237,576504,essD;arrD;rzpD;rzoD,essD,576621,117
TU-0399,FWD,578953,579653,700,MU-238,578930,ybcW,ybcW,579103,173
TU-0400,FWD,578953,579653,700,MU-238,579059,ybcW,ybcW,579103,44
TU-0401,FWD,580057,580885,828,MU-239,,nohB;aaaD,nohB,580057,
TU-0402,FWD,580790,581140,350,MU-240,580819,tfaD,tfaD,580883,64
TU-0403,FWD,582176,582358,182,MU-241,,tfaX,tfaX,582176,
TU-0404,FWD,582840,583815,975,MU-242,,appY,appY,582904,
TU-0405,FWD,585215,585315,100,MU-243,,pauD,pauD,585280,
TU-0406,FWD,594823,596196,1373,MU-244,594797,cusC,cusC,594823,26
TU-0407,FWD,596295,600695,4400,MU-245,596325,cusF;cusB;cusA,cusF,596354,29
TU-0408,FWD,601170,602520,1350,MU-246,601152,pheP,pheP,601182,30
TU-0409,FWD,607059,607211,152,MU-247,607066,hokE,hokE,607059,-7
TU-0410,FWD,607245,608545,1300,MU-248,607179,insL,insL,607288,109
TU-0411,FWD,611945,617371,5426,MU-249,611909,fes;ybdZ;entF,fes,612038,129
TU-0412,FWD,617477,618610,1133,MU-250,617410,fepE,fepE,617477,67
TU-0413,FWD,621496,622721,1225,MU-251,621481,entS,entS,621523,42
TU-0414,FWD,621496,622721,1225,MU-251,621483,entS,entS,621523,40
TU-0415,FWD,624096,628971,4875,MU-252,624054,entC;entE;entB;entA;ybdB,entC,624108,54
TU-0416,FWD,629046,631996,2950,MU-253,629079,cstA;ybdD,cstA,629117,38
TU-0417,FWD,629046,631996,2950,MU-253,629088,cstA;ybdD,cstA,629117,29
TU-0418,FWD,629046,631996,2950,MU-253,629096,cstA;ybdD,cstA,629117,21
TU-0419,FWD,632796,634146,1350,MU-254,632780,ybdL,ybdL,632809,29
TU-0420,FWD,632796,634146,1350,MU-254,632789,ybdL,ybdL,632809,20
TU-0421,FWD,637871,640549,2678,MU-255,638054,ahpC;ahpF,ahpC,638168,114
TU-0422,FWD,637871,640549,2678,MU-255,638104,ahpC;ahpF,ahpC,638168,64
TU-0423,FWD,637871,640549,2678,MU-255,638130,ahpC;ahpF,ahpC,638168,38
TU-0424,FWD,637871,640549,2678,MU-255,638144,ahpC;ahpF,ahpC,638168,24
TU-0425,FWD,637871,640549,2678,MU-255,638149,ahpC;ahpF,ahpC,638168,19
TU-0426,FWD,637871,640549,2678,MU-255,638189,ahpC;ahpF,ahpC,638168,-21
TU-0427,FWD,637871,640549,2678,MU-255,638227,ahpC;ahpF,ahpC,638168,-59
TU-0428,FWD,641274,642581,1307,MU-256,641285,ybdR,ybdR,641311,26
TU-0429,FWD,651849,653724,1875,MU-257,651740,dpiB;dpiA,dpiB,651458,-282
TU-0430,FWD,655824,656124,300,MU-258,655710,pagP,pagP,655780,70
TU-0431,FWD,655824,656124,300,MU-258,655753,pagP,pagP,655780,27
TU-0432,FWD,656474,656799,325,MU-259,656473,cspE,cspE,656515,42
TU-0433,FWD,657199,657974,775,MU-260,657187,ybeM,ybeM,657254,67
TU-0434,FWD,658024,658374,350,MU-261,658045,tatE,tatE,658170,125
TU-0435,FWD,663280,663505,225,MU-262,663180,NT,,,
TU-0436,FWD,663280,663505,225,MU-262,663285,NT,,,
TU-0437,FWD,674180,674980,800,MU-263,674160,ybeL,ybeL,674241,81
TU-0438,FWD,674180,674980,800,MU-263,674216,ybeL,ybeL,674241,25
TU-0439,FWD,675934,678065,2131,MU-264,,ybeR;djlB,ybeR,675934,
TU-0440,FWD,678731,680886,2155,MU-265,678687,ybeU;djlC,ybeU,678731,44
TU-0441,FWD,694330,695630,1300,MU-266,694300,ubiF,ubiF,694324,24
TU-0442,FWD,695830,696655,825,MU-267,695655,NT,,,
TU-0443,FWD,702680,705055,2375,MU-268,702830,nagE,nagE,703167,337
TU-0444,FWD,702680,705055,2375,MU-268,703063,nagE,nagE,703167,104
TU-0445,FWD,705180,707155,1975,MU-269,705222,glnS,glnS,705316,94
TU-0446,FWD,705180,707155,1975,MU-269,705283,glnS,glnS,705316,33
TU-0447,FWD,705180,707155,1975,MU-269,705286,glnS,glnS,705316,30
TU-0448,FWD,705180,707155,1975,MU-269,705301,glnS,glnS,705316,15
TU-0449,FWD,705180,707155,1975,MU-269,705309,glnS,glnS,705316,7
TU-0450,FWD,707557,709339,1782,MU-270,707487,ybfM;ybfN,ybfM,707557,70
TU-0451,FWD,707557,709339,1782,MU-270,707512,ybfM;ybfN,ybfM,707557,45
TU-0452,FWD,709980,710055,75,MU-271,710000,NT,,,
TU-0453,FWD,712105,714580,2475,MU-272,712074,seqA;pgm,seqA,712210,136
TU-0454,FWD,712105,714580,2475,MU-272,712139,seqA;pgm,seqA,712210,71
TU-0455,FWD,714635,715129,494,MU-273,714596,ybfP,ybfP,714635,39
TU-0456,FWD,715530,715555,25,MU-274,,NT,,,
TU-0457,FWD,719806,720063,257,MU-275,,ybfK,ybfK,719806,
TU-0458,FWD,728255,728655,400,MU-276,728295,ybfA,ybfA,728357,62
TU-0459,FWD,728255,728655,400,MU-276,728306,ybfA,ybfA,728357,51
TU-0460,FWD,728255,728655,400,MU-276,728311,ybfA,ybfA,728357,46
TU-0461,FWD,728755,733180,4425,MU-277,728572,rhsC;ybfB,rhsC,728806,234
TU-0462,FWD,733530,734305,775,MU-278,733014,ybfO,ybfO,733356,342
TU-0463,FWD,733530,734305,775,MU-278,733048,ybfO,ybfO,733356,308
TU-0464,FWD,734505,735655,1150,MU-279,734611,ybfC,ybfC,734873,262
TU-0465,FWD,734505,735655,1150,MU-279,734641,ybfC,ybfC,734873,232
TU-0466,FWD,735668,735922,254,MU-280,,ybfQ,ybfQ,735668,
TU-0467,FWD,736048,737184,1136,MU-281,,ybfL,ybfL,736048,
TU-0468,FWD,737315,738076,761,MU-282,737286,ybfD,ybfD,737315,29
TU-0469,FWD,738183,740533,2350,MU-283,738203,ybgA;phr,ybgA,738224,21
TU-0470,FWD,741908,746408,4500,MU-284;MU-285,741851,ybgI;ybgJ;ybgK;ybgL;nei,ybgI,742050,199
TU-0471,FWD,741908,746408,4500,MU-284;MU-285,742021,ybgI;ybgJ;ybgK;ybgL;nei,ybgI,742050,29
TU-0472,FWD,744608,746408,1800,MU-285,,ybgL;nei,ybgL,744388,
TU-0473,FWD,746833,747633,800,MU-286,,NT,,,
TU-0474,FWD,754158,764658,10500,MU-287;MU-288;MU-289,754178,sdhC;sdhD;sdhA;sdhB;sucA;sucB;sucC;sucD,sdhC,754400,222
TU-0475,FWD,754708,757683,2975,MU-288,754738,sdhA;sdhB,sdhA,755130,392
TU-0476,FWD,754708,757683,2975,MU-288,754745,sdhA;sdhB,sdhA,755130,385
TU-0477,FWD,757758,764658,6900,MU-289,757777,sucA;sucB;sucC;sucD,sucA,757929,152
TU-0478,FWD,757758,764658,6900,MU-289,757802,sucA;sucB;sucC;sucD,sucA,757929,127
TU-0479,FWD,757758,764658,6900,MU-289,757808,sucA;sucB;sucC;sucD,sucA,757929,121
TU-0480,FWD,765558,769633,4075,MU-290,765093,mngA;mngB,mngA,765207,114
TU-0481,FWD,770383,773258,2875,MU-291,770474,cydA;cydB,cydA,770681,207
TU-0482,FWD,770383,773258,2875,MU-291,770487,cydA;cydB,cydA,770681,194
TU-0483,FWD,770383,773258,2875,MU-291,770517,cydA;cydB,cydA,770681,164
TU-0484,FWD,770383,773258,2875,MU-291,770523,cydA;cydB,cydA,770681,158
TU-0485,FWD,770383,773258,2875,MU-291,770603,cydA;cydB,cydA,770681,78
TU-0486,FWD,773283,773583,300,MU-292,773229,ybgT,ybgT,773419,190
TU-0487,FWD,773608,773808,200,MU-293,,ybgE,ybgE,773532,
TU-0488,FWD,773958,776708,2750,MU-294,773934,ybgC;tolQ;tolR;tolA,ybgC,773975,41
TU-0489,FWD,776733,779733,3000,MU-295,776788,tolB;pal;ybgF,tolB,776963,175
TU-0490,FWD,776733,779733,3000,MU-295,776892,tolB;pal;ybgF,tolB,776963,71
TU-0491,FWD,776733,779733,3000,MU-295,776907,tolB;pal;ybgF,tolB,776963,56
TU-0492,FWD,779758,780233,475,MU-296,779735,lysT;valT;lysW,lysT,779777,42
TU-0493,FWD,780258,780458,200,MU-297,780263,valZ;lysY,valZ,780291,28
TU-0494,FWD,780483,781033,550,MU-298,780570,lysZ;lysQ,lysZ,780592,22
TU-0495,FWD,781258,782158,900,MU-299,781226,nadA,nadA,781308,82
TU-0496,FWD,781258,782158,900,MU-299,781237,nadA,nadA,781308,71
TU-0497,FWD,781258,782158,900,MU-299,781283,nadA,nadA,781308,25
TU-0498,FWD,782183,783508,1325,MU-300,782246,pnuC,pnuC,782389,143
TU-0499,FWD,782183,783508,1325,MU-300,782268,pnuC,pnuC,782389,121
TU-0500,FWD,784833,786008,1175,MU-301,784815,aroG,aroG,784856,41
TU-0501,FWD,784833,786008,1175,MU-301,784821,aroG,aroG,784856,35
TU-0502,FWD,784833,786008,1175,MU-301,784826,aroG,aroG,784856,30
TU-0503,FWD,784833,786008,1175,MU-301,784830,aroG,aroG,784856,26
TU-0504,FWD,786933,786983,50,MU-302,786750,NT,,,
TU-0505,FWD,793833,794133,300,MU-303,793974,ybhT,ybhT,793996,22
TU-0506,FWD,794308,796733,2425,MU-304,794219,modA;modB;modC,modA,794312,93
TU-0507,FWD,794308,796733,2425,MU-304,794285,modA;modB;modC,modA,794312,27
TU-0508,FWD,797533,797708,175,MU-305,797506,NT,,,
TU-0509,FWD,797733,798808,1075,MU-306,797668,pgl,pgl,797809,141
TU-0510,FWD,797733,798808,1075,MU-306,797674,pgl,pgl,797809,135
TU-0511,FWD,797733,798808,1075,MU-306,797680,pgl,pgl,797809,129
TU-0512,FWD,797733,798808,1075,MU-306,797778,pgl,pgl,797809,31
TU-0513,FWD,799982,804987,5005,MU-307,,ybhH;ybhI;ybhJ,ybhH,799982,
TU-0514,FWD,808504,812306,3802,MU-308,808524,bioB;bioF;bioC;bioD,bioB,808567,43
TU-0515,FWD,808504,812306,3802,MU-308,808533,bioB;bioF;bioC;bioD,bioB,808567,34
TU-0516,FWD,812531,814913,2382,MU-309,812660,uvrB,uvrB,812749,89
TU-0517,FWD,816090,819040,2950,MU-310;MU-311,816050,moaA;moaB;moaC;moaD;moaE,moaA,816267,217
TU-0518,FWD,816090,819040,2950,MU-310;MU-311,816137,moaA;moaB;moaC;moaD;moaE,moaA,816267,130
TU-0519,FWD,817265,819040,1775,MU-311,817199,moaB;moaC;moaD;moaE,moaB,817278,79
TU-0520,FWD,817265,819040,1775,MU-311,817207,moaB;moaC;moaD;moaE,moaB,817278,71
TU-0521,FWD,817265,819040,1775,MU-311,817223,moaB;moaC;moaD;moaE,moaB,817278,55
TU-0522,FWD,817265,819040,1775,MU-311,817235,moaB;moaC;moaD;moaE,moaB,817278,43
TU-0523,FWD,819115,819815,700,MU-312,819081,ybhL,ybhL,819107,26
TU-0524,FWD,819115,819815,700,MU-312,819090,ybhL,ybhL,819107,17
TU-0525,FWD,820016,820729,713,MU-313,,ybhM,ybhM,820016,
TU-0526,FWD,820790,820890,100,MU-314,,NT,,,
TU-0527,FWD,823865,824390,525,MU-315,823826,ybhQ,ybhQ,823853,27
TU-0528,FWD,830040,831590,1550,MU-316,830008,rhlE,rhlE,830095,87
TU-0529,FWD,832290,834290,2000,MU-317,832266,dinG,dinG,832293,27
TU-0530,FWD,832290,834290,2000,MU-317,832278,dinG,dinG,832293,15
TU-0531,FWD,834390,835421,1031,MU-318,834346,ybiB,ybiB,834471,125
TU-0532,FWD,834390,835421,1031,MU-318,834393,ybiB,ybiB,834471,78
TU-0533,FWD,834390,835421,1031,MU-318,834404,ybiB,ybiB,834471,67
TU-0534,FWD,835571,836821,1250,MU-319,835541,ybiC,ybiC,835574,33
TU-0535,FWD,837821,838296,475,MU-320,837896,NT,,,
TU-0536,FWD,841546,842446,900,MU-321,841376,rlmF,rlmF,841555,179
TU-0537,FWD,841546,842446,900,MU-321,841479,rlmF,rlmF,841555,76
TU-0538,FWD,841546,842446,900,MU-321,841538,rlmF,rlmF,841555,17
TU-0539,FWD,849322,850197,875,MU-322,849434,ompX,ompX,849673,239
TU-0540,FWD,849322,850197,875,MU-322,849446,ompX,ompX,849673,227
TU-0541,FWD,849322,850197,875,MU-322,849536,ompX,ompX,849673,137
TU-0542,FWD,849322,850197,875,MU-322,849610,ompX,ompX,849673,63
TU-0543,FWD,849322,850197,875,MU-322,849622,ompX,ompX,849673,51
TU-0544,FWD,849322,850197,875,MU-322,849628,ompX,ompX,849673,45
TU-0545,FWD,849322,850197,875,MU-322,849640,ompX,ompX,849673,33
TU-0546,FWD,849322,850197,875,MU-322,849646,ompX,ompX,849673,27
TU-0547,FWD,851894,852163,269,MU-323,,yliL,yliL,851894,
TU-0548,FWD,852322,854047,1725,MU-324,852360,mntR;ybiR,mntR,852406,46
TU-0549,FWD,855122,856847,1725,MU-325,855156,ybiT,ybiT,855186,30
TU-0550,FWD,859172,859675,503,MU-326,859050,NT,,,
TU-0551,FWD,859172,859675,503,MU-326,859134,NT,,,
TU-0552,FWD,862900,863500,600,MU-327,862837,fsaA,fsaA,862865,28
TU-0553,FWD,865750,872000,6250,MU-328;MU-329,865760,iaaA;gsiA;gsiB;gsiC;gsiD,iaaA,865791,31
TU-0554,FWD,870800,872000,1200,MU-329,870904,gsiD,gsiD,871113,209
TU-0555,FWD,870800,872000,1200,MU-329,870945,gsiD,gsiD,871113,168
TU-0556,FWD,872150,875975,3825,MU-330,872121,yliE;yliF,yliE,872202,81
TU-0557,FWD,872150,875975,3825,MU-330,872128,yliE;yliF,yliE,872202,74
TU-0558,FWD,872150,875975,3825,MU-330,872170,yliE;yliF,yliE,872202,32
TU-0559,FWD,872150,875975,3825,MU-330,872180,yliE;yliF,yliE,872202,22
TU-0560,FWD,877350,877850,500,MU-331,877440,bssR,bssR,877471,31
TU-0561,FWD,877900,878950,1050,MU-332,877945,yliI,yliI,877965,20
TU-0562,FWD,879860,881135,1275,MU-333,879841,dacC,dacC,879950,109
TU-0563,FWD,879860,881135,1275,MU-333,879851,dacC,dacC,879950,99
TU-0564,FWD,879860,881135,1275,MU-333,879858,dacC,dacC,879950,92
TU-0565,FWD,879860,881135,1275,MU-333,879868,dacC,dacC,879950,82
TU-0566,FWD,879860,881135,1275,MU-333,879918,dacC,dacC,879950,32
TU-0567,FWD,882810,884435,1625,MU-334,882793,cmr,cmr,882896,103
TU-0568,FWD,882810,884435,1625,MU-334,882872,cmr,cmr,882896,24
TU-0569,FWD,886685,887185,500,MU-335,886624,ybjK,ybjK,886646,22
TU-0570,FWD,889154,889604,450,MU-336,889111,ybjM,ybjM,889312,201
TU-0571,FWD,890129,892629,2500,MU-337;MU-338;MU-339,890086,ybjC;nfsA;rimK;ybjN,ybjC,890136,50
TU-0572,FWD,891279,892629,1350,MU-338;MU-339,891082,rimK;ybjN,rimK,891190,108
TU-0573,FWD,892104,892629,525,MU-339,892149,ybjN,ybjN,892180,31
TU-0574,FWD,892879,897107,4228,MU-340,892867,potF;potG;potH;potI;ybjO,potF,893007,140
TU-0575,FWD,897232,897657,425,MU-341,,ybjO,ybjO,897212,
TU-0576,FWD,897707,898957,1250,MU-342,897617,rumB,rumB,897741,124
TU-0577,FWD,903757,905182,1425,MU-343,903740,ybjQ;amiD,ybjQ,903816,76
TU-0578,FWD,903757,905182,1425,MU-343,903746,ybjQ;amiD,ybjQ,903816,70
TU-0579,FWD,903757,905182,1425,MU-343,903754,ybjQ;amiD,ybjQ,903816,62
TU-0580,FWD,903757,905182,1425,MU-343,903762,ybjQ;amiD,ybjQ,903816,54
TU-0581,FWD,903757,905182,1425,MU-343,903777,ybjQ;amiD,ybjQ,903816,39
TU-0582,FWD,903757,905182,1425,MU-343,903793,ybjQ;amiD,ybjQ,903816,23
TU-0583,FWD,905282,905907,625,MU-344,905279,NT,,,
TU-0584,FWD,913958,914383,425,MU-345,913951,NT,,,
TU-0585,FWD,915583,917283,1700,MU-346,915532,ybjD,ybjD,915696,164
TU-0586,FWD,918408,921085,2677,MU-347,918360,macA;macB,macA,918458,98
TU-0587,FWD,918408,921085,2677,MU-347,918396,macA;macB,macA,918458,62
TU-0588,FWD,921135,922060,925,MU-348,921139,NT,,,
TU-0589,FWD,921135,922060,925,MU-348,921194,NT,,,
TU-0590,FWD,922085,924898,2813,MU-349,922282,clpS;clpA,clpS,922136,-146
TU-0591,FWD,922085,924898,2813,MU-349,922314,clpS;clpA,clpS,922136,-178
TU-0592,FWD,922085,924898,2813,MU-349,922434,clpS;clpA,clpS,922136,-298
TU-0593,FWD,931584,932409,825,MU-350,931551,lrp,lrp,931818,267
TU-0594,FWD,931584,932409,825,MU-350,931654,lrp,lrp,931818,164
TU-0595,FWD,931584,932409,825,MU-350,931799,lrp,lrp,931818,19
TU-0596,FWD,932434,936484,4050,MU-351,932358,ftsK,ftsK,932447,89
TU-0597,FWD,932434,936484,4050,MU-351,932404,ftsK,ftsK,932447,43
TU-0598,FWD,936509,938634,2125,MU-352,936440,lolA;rarA,lolA,936595,155
TU-0599,FWD,936509,938634,2125,MU-352,936511,lolA;rarA,lolA,936595,84
TU-0600,FWD,936509,938634,2125,MU-352,936551,lolA;rarA,lolA,936595,44
TU-0601,FWD,938659,939934,1275,MU-353,938576,serS,serS,938651,75
TU-0602,FWD,938659,939934,1275,MU-353,938624,serS,serS,938651,27
TU-0603,FWD,938659,939934,1275,MU-353,938645,serS,serS,938651,6
TU-0604,FWD,940084,943859,3775,MU-354,940046,dmsA;dmsB;dmsC,dmsA,940182,136
TU-0605,FWD,940084,943859,3775,MU-354,940082,dmsA;dmsB;dmsC,dmsA,940182,100
TU-0606,FWD,945084,946059,975,MU-355,945064,ycaD,ycaD,945094,30
TU-0607,FWD,946084,946234,150,MU-356,946043,NT,,,
TU-0608,FWD,946084,946234,150,MU-356,946080,NT,,,
TU-0609,FWD,946452,947882,1430,MU-357,,ycaM,ycaM,946452,
TU-0610,FWD,948909,949484,575,MU-358,948867,ycaK,ycaK,948891,24
TU-0611,FWD,955961,956786,825,MU-359,955897,ycaP,ycaP,955985,88
TU-0612,FWD,956836,959336,2500,MU-360,956802,serC;aroA,serC,956876,74
TU-0613,FWD,956836,959336,2500,MU-360,956808,serC;aroA,serC,956876,68
TU-0614,FWD,959636,960161,525,MU-361,959494,ycaL,ycaL,959487,-7
TU-0615,FWD,960361,960911,550,MU-362,960303,cmk,cmk,960424,121
TU-0616,FWD,960361,960911,550,MU-362,960386,cmk,cmk,960424,38
TU-0617,FWD,960361,960911,550,MU-362,960408,cmk,cmk,960424,16
TU-0618,FWD,960936,963011,2075,MU-363,960944,rpsA,rpsA,961218,274
TU-0619,FWD,960936,963011,2075,MU-363,961060,rpsA,rpsA,961218,158
TU-0620,FWD,960936,963011,2075,MU-363,961116,rpsA,rpsA,961218,102
TU-0621,FWD,963036,963336,300,MU-364,962867,ihfB,ihfB,963051,184
TU-0622,FWD,963561,965037,1476,MU-365,963495,ycaI,ycaI,963543,48
TU-0623,FWD,965837,969337,3500,MU-366,965817,msbA;lpxK;ycaQ,msbA,965844,27
TU-0624,FWD,969887,970737,850,MU-367,969867,ycaR;kdsB,ycaR,969896,29
TU-0625,FWD,970962,971887,925,MU-368,970942,ycbJ,ycbJ,970975,33
TU-0626,FWD,972737,979937,7200,MU-369,972720,smtA;mukF;mukE;mukB,smtA,972760,40
TU-0627,FWD,980187,982112,1925,MU-370,980154,ycbB,ycbB,980270,116
TU-0628,FWD,980187,982112,1925,MU-370,980247,ycbB,ycbB,980270,23
TU-0629,FWD,982137,983687,1550,MU-371;MU-372,982054,ycbK;ycbL,ycbK,982298,244
TU-0630,FWD,982137,983687,1550,MU-371;MU-372,982102,ycbK;ycbL,ycbK,982298,196
TU-0631,FWD,982862,983687,825,MU-372,982798,ycbL,ycbL,982873,75
TU-0632,FWD,985188,985413,225,MU-373,985190,NT,,,
TU-0633,FWD,986467,986967,500,MU-374,986622,NT,,,
TU-0634,FWD,989717,992442,2725,MU-375,989737,pepN,pepN,989845,108
TU-0635,FWD,989717,992442,2725,MU-375,989749,pepN,pepN,989845,96
TU-0636,FWD,989717,992442,2725,MU-375,989815,pepN,pepN,989845,30
